tr_loss_list,val_loss_list,mad_val,fad_val,mad_test,fad_test
0.21537200021075792,0.20229073377644144,1.2145085329068552,2.240213970322747,1.2884139691416483,2.360766963855851
0.11205547007507291,0.0769018961525545,0.5076809804575307,0.9179108693974507,0.5359350248220254,0.9632959211798177
0.08514551416938675,0.06155575084977034,0.43761154000239866,0.7642731862122992,0.3844829457636376,0.6812938121532587
0.07558229968658295,0.06457353873950679,0.4764917477578058,0.8067964156244725,0.385007918394616,0.6817227267211268
0.06817778673601048,0.06581195970860923,0.48372545421036794,0.7997810646170951,0.5158469365140791,0.9093135915215788
0.06469174090708638,0.05753292188775248,0.4596792816585096,0.7481006399569766,0.35899363041601134,0.6155874886329822
0.062169707572922624,0.06498692893400425,0.4659490697662147,0.7668970487381767,0.39064640907976084,0.6848680963062852
0.060320878690429805,0.05937674441715566,0.45103706349803424,0.7508150188263696,0.3271386596226685,0.5788468925695502
0.05921897011134645,0.053732250430961935,0.4325877796933547,0.6943727187988998,0.28025885852660426,0.4800761576069701
0.05807544250876225,0.05545289414684947,0.43227562851601714,0.6953276955623641,0.25476720001432096,0.4247809358826374
0.05689185111109039,0.054205432534217834,0.44717121481170813,0.72308295100119,0.2620473322032021,0.4437481716237091
0.05701164898045104,0.05513311168406068,0.4363724444221108,0.7143300411094256,0.2921018626866691,0.5033483584533984
0.05531040768556554,0.05523395992633773,0.43922056737522963,0.713654907750796,0.2711735234565447,0.4615152213440814
0.05496431842189411,0.06179581627976603,0.5088126038498493,0.8392980446617783,0.3102385958864151,0.5345756063426852
0.05384379196590904,0.05511870934832387,0.44190156510216005,0.727750959923298,0.2503337719048204,0.4198184669906322
0.05327522423889103,0.05300922619133461,0.4243695871246751,0.6889728585819909,0.2473454005611617,0.4155517267693478
0.05275781752927036,0.05438309571728474,0.43781010636544626,0.7083153690215234,0.27150141407229955,0.4572661917356334
0.0522575956961975,0.05467343893719882,0.44684785313036646,0.7289837581471937,0.2892532120972558,0.49588964804275615
0.0517714130692184,0.05403888652600893,0.4429257374128855,0.7175784432861754,0.4874032025155595,0.8697145290718684
0.05105909974924449,0.055046507316391644,0.4456249379650479,0.7242802662843432,0.2571556620190947,0.43587292654520726
0.05058711600200883,0.05405738486385927,0.4394237043860883,0.730861795919611,0.2953000474776532,0.5101594709936738
0.050036777533462334,0.05630375335856182,0.4569554063169013,0.7462086419530346,0.2602256271365972,0.4412810357169652
0.04949731445582262,0.05504806003556019,0.442262860582639,0.7283445856111601,0.2586058266021166,0.44641097553510845
0.049263038351361095,0.053510088019254734,0.43994783259411707,0.7247319906415153,0.2915162609155264,0.49661552756534594
0.0487126674952692,0.05409833016555484,0.4463873510644919,0.7295774849319292,0.3177209100824402,0.5509689610490168
0.04835917972477859,0.053842503486610044,0.4517994799051396,0.7418542707277355,0.3134641962544823,0.543712857233807
0.047897374080815194,0.05377085652293229,0.43692758219295175,0.718923852533029,0.30096128675534073,0.5203765365905879
0.04739790051725918,0.05457429079020896,0.44847445765241906,0.7320446727569884,0.30309105230224576,0.5231737043541672
0.04701725284344163,0.05758955965681774,0.4554048330577235,0.7466114543927158,0.3347192494970901,0.5766911017191079
0.04674147653939395,0.05310008066093049,0.44777119625841083,0.7346054890383946,0.27751926817993516,0.47383102566259
0.04620597384677365,0.055122885307887705,0.4669680612374546,0.766828474456156,0.33986833694848867,0.5825711409662482
0.04596310405959857,0.054834211290609544,0.45396461296449925,0.7426039496993039,0.33468719489665943,0.5829798107427594
0.04546361636563108,0.05333318134270063,0.4435404180817126,0.7217370380108072,0.298434250188101,0.5117149979511001
0.0452366559766233,0.055145037065191964,0.4465479123007853,0.7377786339079425,0.34078408313570785,0.5923261287670393
0.04462677582391891,0.05300349796690592,0.4427313580748932,0.7264130038028294,0.3248278484086542,0.5613047974643204
0.04435855985201638,0.05348921867042053,0.44896824932104723,0.7411626388293151,0.3388886414223557,0.5844590917187638
0.044069074848987935,0.0561713370062956,0.45597361726975616,0.747591521693245,0.35763413909580233,0.6218678925891307
0.04375633974720178,0.05138860888233999,0.4368128543706906,0.7237282171064784,0.3484976579296401,0.6079791990772462
0.04329397879412462,0.05344943356950108,0.44456391889500196,0.7337285863974314,0.3214907017169729,0.5570787054400209
0.04318061186771455,0.053798226139894344,0.44241562417682145,0.7262624204301981,0.3968305298352302,0.6987174001305287
0.042912194553505756,0.05551613322118434,0.4512747924915282,0.7512343278757146,0.3636446159962219,0.6353073052726623
0.042653866577893496,0.05283771800558742,0.45140030853026614,0.7465183904694597,0.3686776601357333,0.6449331775208065
0.04250031696825192,0.05231589233366454,0.4428940306353989,0.7291607375226467,0.3363176502125616,0.5804658656136141
0.04202273065738123,0.05316591181042718,0.4475358693127482,0.7352185733184521,0.3389384351289645,0.5869447429708782
0.041924007718676125,0.054277968479365835,0.4487643253604273,0.7413465564917646,0.4095457584407592,0.7189125849732331
0.0415891598556833,0.05281451426264716,0.4486405263914746,0.7391563575811843,0.34187923640110945,0.5933338007403408
0.0413093727467389,0.054038137379215985,0.4502818798683447,0.7445310752574561,0.3552587131698247,0.6153666472518404
0.04119028908939197,0.05247685504032344,0.4399642356113677,0.7272240344449117,0.33215194800589654,0.5746033948184043
0.04087781682931658,0.054222231957970594,0.4540915708389249,0.7470025018583565,0.383282522195635,0.6704260432196403
0.04068612964053092,0.052465088574624646,0.44266448586041285,0.7388903652327666,0.32499632111436955,0.5624576481066974
