tr_loss_list,val_loss_list,mad_val,fad_val,mad_test,fad_test
0.3309807605749252,0.11745366410297506,0.6751594419743366,1.2607975094653456,0.6114719020197348,1.140156654859444
0.12803124183533238,0.09626162665731766,0.5381997095570541,1.0057770127788053,0.39099199160171416,0.7311294417410329
0.1008915695197442,0.0823411518598304,0.5088256285296514,0.9150283462177842,0.3827428099358292,0.6947060714694853
0.09043284355863637,0.08635652766508214,0.5115968307412644,0.8968454709509059,0.3915613128946875,0.684525078115906
0.08616872723488246,0.07601055064622093,0.47724196489966086,0.841483108300964,0.35610246869188783,0.6302263071909551
0.08267687104058032,0.07577439770102501,0.47775298694637663,0.8296102424718593,0.31794328883589495,0.559226908513649
0.08000240858425112,0.07277673899250872,0.45658999804190364,0.7910315358870567,0.3307488102299581,0.576121665733786
0.07828350986043613,0.07057016704450636,0.4589856657685648,0.7785376994613845,0.3191728747654169,0.5432969326466203
0.0766819015729661,0.0793318971991539,0.49508882730617804,0.8702152126068503,0.39419404352066073,0.6931984932130351
0.07631904617244122,0.07222685656126808,0.4642213519206216,0.7994243109862944,0.3509559212925203,0.6126285940074628
0.07390650732479259,0.07163381324533154,0.4556819010535388,0.7776924989377212,0.32199945620780374,0.5553207257570298
0.07392771633378431,0.07330162669805919,0.4541597212332102,0.7741783735327464,0.323464808279351,0.5535206371085488
0.07255404301937304,0.07118247427484568,0.4463245532243525,0.7512389399851609,0.3103196123642852,0.5266927658018455
0.07165218513532012,0.06845269483678482,0.44367349545569984,0.7663298240109829,0.3069025681805857,0.5331360525315291
0.07138371376284197,0.07085975949816845,0.46702018713365906,0.797213372038236,0.3276264487277102,0.5650312179592777
0.07105976089323852,0.07143351150786176,0.4579027994477519,0.7885959324167623,0.3145448332432539,0.546264358972516
0.07013657963012948,0.07481992902124629,0.47757860444631645,0.8307741137268655,0.34091375511010574,0.5980109301004117
0.07014457638576335,0.0695977340288022,0.4463347925510474,0.7672291553928026,0.3093720020531185,0.5519199532765561
0.06896999021809475,0.07082307294887655,0.45697058617496,0.7738340035181865,0.3388303557675665,0.5787813222809504
0.06843698106925278,0.07021709805464044,0.47667668649878814,0.812165261547163,0.3299282896251533,0.5660990531983755
0.0681228720053446,0.06865664801615126,0.44014507210100706,0.7593060706363034,0.31045601614090984,0.5411250746091544
0.06757465983722724,0.06943813875755843,0.45554056505499524,0.781822922044088,0.3132153807229225,0.5509312844952622
0.06748068303454156,0.067797525511945,0.44455805519857067,0.7601204993705354,0.30856421705008447,0.5365156405676289
0.06694597579246643,0.06855801054660011,0.45187623527208676,0.7607638781102188,0.3045587675711769,0.5208341328286257
0.06659773830324411,0.06947790206793476,0.46233858431990993,0.7837686178900287,0.3202282434616243,0.5511893696637427
0.06630244922331151,0.06845675529364277,0.4534670852624359,0.7746128984127134,0.3036294481475664,0.5280774278523693
0.06612890675736993,0.07073473941315622,0.4606559063148321,0.7858798595229256,0.314342030737652,0.5475807354076373
0.06553113486106489,0.06988693423130933,0.4566005056208963,0.7768132364577214,0.31722894276822394,0.548754530425724
0.06513366285784572,0.06861384979942266,0.4538950646121079,0.7805338048887256,0.3167918070939503,0.5553101374132656
0.06488898615626727,0.06718664002769134,0.4551485810706242,0.7675801493552636,0.309971845503774,0.5280431408652179
0.06465611962930244,0.0665924374890678,0.4403367835166131,0.7585925756102967,0.30179100459621766,0.5228875828585619
0.06409101420100413,0.06877855638809063,0.4567906982022659,0.7894055257286529,0.31328420041464233,0.5530465092168028
0.063967676029778,0.06966090618687518,0.4662167931564423,0.800588577705296,0.31219504786980645,0.543864729185963
0.0638761822426436,0.0687258444069063,0.4716036676361365,0.8048506015007035,0.31571330583931084,0.5481485382080167
0.06347118544520117,0.06792268430923715,0.4487581269674004,0.7671238523602034,0.29743212446917494,0.5148722974281339
0.06293999940595206,0.06859282458968022,0.4591147132754529,0.79015478494531,0.3050591364214165,0.5235742693245742
0.06259891352451899,0.06743060063351602,0.461543536749479,0.7958941677491719,0.3101839037590343,0.5512421166114572
0.0625713272202833,0.06746703945100307,0.46128158622476045,0.7965909807065678,0.3034449162830015,0.5343307662428264
0.0622764090806538,0.06750965874422998,0.4596009306234063,0.7920539348933288,0.303473520130032,0.5273978933584821
0.06204188702737584,0.06657348145895145,0.4466236217407424,0.7738013761816218,0.2954907151281989,0.5201219070898393
0.061617067741120565,0.06674572945955921,0.4502857810266922,0.775314871393208,0.2990012308004529,0.5255101933489931
0.061491999318640606,0.0673565501895021,0.4615788810912654,0.7965756711014798,0.3030445967606831,0.5254810812026215
0.06086905605579708,0.06708038828390486,0.45932506621339003,0.7804731883765044,0.3071044868610397,0.5310317614331665
0.0605801157835944,0.06751373388311442,0.44868741829497466,0.776372828485216,0.2904018493469162,0.5125945790357219
0.060187354574308675,0.06891859487137374,0.4587098770180828,0.790700041559944,0.30215316526287656,0.5321910605290172
0.05992398379991452,0.06636520223144222,0.44172968034562815,0.7568267603491243,0.2920199250936716,0.5117754540864343
0.05960403601912891,0.066306658417863,0.4494906637986626,0.7746576152780478,0.2998010719859642,0.5245187020449318
0.05921049246235805,0.06743855730575674,0.4528650190668366,0.7665784605078404,0.30064538167048305,0.5169126973891444
0.05881059898392243,0.06775718324762933,0.45123994040339804,0.7842931621187358,0.30205435471245645,0.5381105598132402
0.058501576292602456,0.06683137092520208,0.4459352490266211,0.7654231430480085,0.2897320127972923,0.5046035119112937
